Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF_IK_CONS:x_avg_dot_d	GVF_IK_CONS:x_avg	GVF_IK_CONS:error	GVF_IK:gamma_omega	GVF_IK:gamma_A	GVF_IK:gamma_dot	GVF_IK:gamma	GVF_IK:error	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error_n	GVF:ke	GVF:s	GVF:error	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_block	GPS:speed	GPS:alt	GPS:course	GPS:utm_north	GPS:utm_east	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
166.658	10:03:41.658	37.298301959	-3.683600996	0.	0.	0.	0.6	20.	0.	0.	0.	-0.420458	0.439201	0.006569	-0.003597	-0.859659	0.6	1	-0.912622	10	121.5	94.8	-76.1	4	1406	762281	355	412818383	43941392	0.199073	0.461917	0.574964
166.908	10:03:41.908	37.298301959	-3.683600996	0.	0.	0.	0.6	20.	0.	0.	0.	-0.613572	0.33041	0.00709	-0.003821	-0.943982	0.6	1	-0.898209	10	121.5	94.8	-76.1	4	1406	762281	355	412818383	43941392	0.152599	0.663016	0.519986
167.158	10:03:42.158	37.298349140	-3.683547490	0.	0.	0.	0.6	20.	0.	0.	0.	-0.86054	0.139423	0.008503	-0.004355	-0.999963	0.6	1	-0.853601	10	122.8	100.	-71.3	4	1411	763112	477	412818903	43941870	0.152599	0.663016	0.519986
167.408	10:03:42.408	37.298369151	-3.683516192	0.	0.	0.	0.6	20.	0.	0.	0.	-0.86054	0.139423	0.008503	-0.004355	-0.999963	0.6	1	-0.853601	10	123.1	102.2	-68.5	4	1415	763521	535	412819123	43942149	0.155253	0.863722	0.439199
167.658	10:03:42.658	37.298386832	-3.683482615	0.	0.	0.	0.6	20.	0.	0.	0.	-0.927273	0.065736	0.009307	-0.004605	-0.993008	0.6	1	-0.824586	11	123.1	104.2	-65.5	4	1422	763878	584	412819317	43942448	0.155253	0.863722	0.439199
167.908	10:03:42.908	37.298402090	-3.683447099	0.	0.	0.	0.6	20.	0.	0.	0.	-0.967332	0.010363	0.010163	-0.004822	-0.977695	0.6	1	-0.790856	11	123.	106.	-62.4	4	1421	764230	641	412819484	43942764	0.161008	0.99848	0.378061
168.158	10:03:43.158	37.298414833	-3.683410093	0.	0.	0.	0.6	20.	0.	0.	0.	-0.993659	-0.040936	0.01104	-0.004989	-0.952723	0.6	1	-0.753205	11	122.5	107.2	-59.1	4	1425	764579	685	412819623	43943093	0.161008	0.99848	0.378061
168.408	10:03:43.408	37.298425690	-3.683371829	0.	0.	0.	0.6	20.	0.	0.	0.	-1.008395	-0.074968	0.011906	-0.005093	-0.933426	0.6	1	-0.712936	11	122.	108.5	-55.7	4	1438	764823	716	412819741	43943433	0.070883	1.169804	0.094347
168.658	10:03:43.658	37.298435833	-3.683332431	0.	0.	0.	0.6	20.	0.	0.	0.	-1.021593	-0.099789	0.012802	-0.005132	-0.921804	0.6	1	-0.668114	11	122.	108.5	-55.7	4	1490	764829	719	412819851	43943783	0.070883	1.169804	0.094347
168.908	10:03:43.908	37.298445892	-3.683291790	0.	0.	0.	0.6	20.	0.	0.	0.	-1.043277	-0.112607	0.013707	-0.005095	-0.93067	0.6	1	-0.619557	12	120.9	110.8	-48.6	4	1533	764587	731	412819960	43944144	-0.049473	1.195544	0.247265
169.158	10:03:44.158	37.298455238	-3.683249902	0.	0.	0.	0.6	20.	0.	0.	0.	-1.064433	-0.13093	0.014646	-0.00497	-0.933503	0.6	1	-0.565617	12	120.4	111.8	-44.8	4	1570	764192	755	412820061	43944516	-0.049473	1.195544	0.247265
169.408	10:03:44.408	37.298462613	-3.683205852	0.	0.	0.	0.6	20.	0.	0.	0.	-1.064433	-0.13093	0.014646	-0.00497	-0.933503	0.6	1	-0.565617	12	119.5	112.2	-40.9	4	1623	763654	801	412820140	43944907	-0.072541	1.430725	0.518765
169.658	10:03:44.658	37.298466845	-3.683159855	0.	0.	0.	0.6	20.	0.	0.	0.	-1.102398	-0.184138	0.016556	-0.00442	-0.91826	0.6	1	-0.444963	12	119.5	112.2	-40.9	4	1674	763060	860	412820184	43945315	-0.072541	1.430725	0.518765
169.908	10:03:44.908	37.298467841	-3.683112250	0.	0.	0.	0.6	20.	0.	0.	0.	-1.114187	-0.219271	0.017567	-0.003953	-0.894916	0.6	1	-0.375087	13	117.6	113.	-32.6	4	1706	762343	900	412820192	43945737	-0.069812	1.565	0.561405
170.158	10:03:45.158	37.298465238	-3.683063371	0.	0.	0.	0.6	20.	0.	0.	0.	-1.143503	-0.273094	0.01955	-0.002651	-0.870409	0.6	1	-0.226022	13	116.	112.5	-28.3	4	1775	761544	962	412820160	43946170	-0.069812	1.565	0.561405
170.408	10:03:45.408	37.298465238	-3.683063371	0.	0.	0.	0.6	20.	0.	0.	0.	-1.143503	-0.273094	0.01955	-0.002651	-0.870409	0.6	1	-0.226022	13	116.	112.5	-28.3	4	1775	761544	962	412820160	43946170	-0.075652	1.713951	0.461418
170.658	10:03:45.658	37.298465238	-3.683063371	0.	0.	0.	0.6	20.	0.	0.	0.	-1.143503	-0.273094	0.01955	-0.002651	-0.870409	0.6	1	-0.226022	13	114.5	110.8	-19.4	4	1775	761544	962	412820160	43946170	-0.075652	1.713951	0.461418
170.908	10:03:45.908	37.298434564	-3.682911901	0.	0.	0.	0.6	20.	0.	0.	0.	-1.168749	-0.314553	0.021584	-0.000733	-0.854196	0.6	1	-0.056592	14	110.	109.	-14.9	4	1898	759471	1104	412819810	43947510	0.023121	1.886657	0.332156
171.158	10:03:46.158	37.298417723	-3.682862555	0.	0.	0.	0.6	20.	0.	0.	0.	-1.196604	-0.334648	0.023551	0.00174	-0.861956	0.6	1	0.123142	14	107.8	107.2	-10.6	4	1909	759140	1150	412819620	43947946	0.023121	1.886657	0.332156
171.408	10:03:46.408	37.298417723	-3.682862555	0.	0.	0.	0.6	20.	0.	0.	0.	-1.196604	-0.334648	0.023551	0.00174	-0.861956	0.6	1	0.123142	14	107.8	107.2	-10.6	4	1909	759140	1150	412819620	43947946	0.117365	1.999398	0.214347
171.658	10:03:46.658	37.298377707	-3.682767867	0.	0.	0.	0.6	20.	0.	0.	0.	-1.235096	-0.335836	0.025452	0.004762	-0.89926	0.6	1	0.31183	14	105.2	102.8	-2.2	4	1906	759434	1201	412819170	43948782	0.117365	1.999398	0.214347
171.908	10:03:46.908	37.298377707	-3.682767867	0.	0.	0.	0.6	20.	0.	0.	0.	-1.243709	-0.330571	0.026362	0.006443	-0.913138	0.6	1	0.407322	15	102.8	100.	1.8	4	1906	759434	1201	412819170	43948782	0.118494	2.087467	0.544785
172.158	10:03:47.158	37.298355163	-3.682722644	0.	0.	0.	0.6	20.	0.	0.	0.	-1.243709	-0.330571	0.026362	0.006443	-0.913138	0.6	1	0.407322	15	97.7	97.5	5.6	4	1885	759725	1231	412818917	43949181	0.118494	2.087467	0.544785
172.408	10:03:47.408	37.298330623	-3.682679660	0.	0.	0.	0.6	20.	0.	0.	0.	-1.239737	-0.323973	0.027251	0.008238	-0.915764	0.6	1	0.50384	15	94.7	94.2	9.2	4	1875	759936	1272	412818642	43949560	0.064793	2.274699	0.618958
172.658	10:03:47.658	37.298303453	-3.682639360	0.	0.	0.	0.6	20.	0.	0.	0.	-1.226204	-0.316457	0.028097	0.010093	-0.909747	0.6	1	0.598665	15	91.6	90.8	12.4	4	1881	760086	1327	412818338	43949915	0.064793	2.274699	0.618958
172.908	10:03:47.908	37.298240494	-3.682568611	0.	0.	0.	0.6	20.	0.	0.	0.	-1.211039	-0.305975	0.028891	0.011965	-0.905063	0.6	1	0.690218	16	91.6	90.8	12.4	4	1895	760186	1428	412817635	43950537	0.036531	2.480046	0.599368
173.158	10:03:48.158	37.298240494	-3.682568611	0.	0.	0.	0.6	20.	0.	0.	0.	-1.211039	-0.305975	0.028891	0.011965	-0.905063	0.6	1	0.690218	16	85.2	83.2	18.1	4	1895	760186	1428	412817635	43950537	0.036531	2.480046	0.599368
173.408	10:03:48.408	37.298203444	-3.682537925	0.	0.	0.	0.6	20.	0.	0.	0.	-1.131819	-0.264921	0.030998	0.01759	-0.866898	0.6	1	0.945758	16	85.2	83.2	18.1	4	1903	760369	1485	412817222	43950806	0.060883	2.67032	0.576992
173.658	10:03:48.658	37.298203444	-3.682537925	0.	0.	0.	0.6	20.	0.	0.	0.	-1.131819	-0.264921	0.030998	0.01759	-0.866898	0.6	1	0.945758	17	77.5	74.2	22.1	4	1903	760369	1485	412817222	43950806	0.060883	2.67032	0.576992
173.908	10:03:48.908	37.298203444	-3.682537925	0.	0.	0.	0.6	20.	0.	0.	0.	-1.131819	-0.264921	0.030998	0.01759	-0.866898	0.6	1	0.945758	17	77.5	74.2	22.1	4	1903	760369	1485	412817222	43950806	0.060883	2.67032	0.576992
174.158	10:03:49.158	37.298203444	-3.682537925	0.	0.	0.	0.6	20.	0.	0.	0.	-1.063905	-0.229981	0.032051	0.020774	-0.833924	0.6	1	1.080247	17	69.6	65.2	24.3	4	1903	760369	1485	412817222	43950806	0.060883	2.67032	0.576992
174.408	10:03:49.408	37.298203444	-3.682537925	0.	0.	0.	0.6	20.	0.	0.	0.	-1.063905	-0.229981	0.032051	0.020774	-0.833924	0.6	1	1.080247	17	65.6	60.8	24.8	4	1903	760369	1485	412817222	43950806	0.062517	3.038145	0.553581
174.658	10:03:49.658	37.298001534	-3.682459940	0.	0.	0.	0.6	20.	0.	0.	0.	-1.00331	-0.201606	0.032832	0.023301	-0.801704	0.6	1	1.182827	17	61.5	56.2	25.	4	1802	761842	1753	412814977	43951481	0.062517	3.038145	0.553581
174.908	10:03:49.908	37.297961073	-3.682458108	0.	0.	0.	0.6	20.	0.	0.	0.	-0.973598	-0.189946	0.033142	0.024345	-0.783653	0.6	1	1.224267	18	61.5	56.2	25.	4	1793	762004	1798	412814528	43951494	0.055542	-3.079982	0.668571
175.158	10:03:50.158	37.297961073	-3.682458108	0.	0.	0.	0.6	20.	0.	0.	0.	-0.872576	-0.158462	0.033554	0.025766	-0.714115	0.6	1	1.279843	18	53.5	47.8	24.1	4	1793	762004	1798	412814528	43951494	0.055542	-3.079982	0.668571
175.408	10:03:50.408	37.297882333	-3.682466648	0.	0.	0.	0.6	20.	0.	0.	0.	-0.872086	-0.158365	0.033554	0.025766	-0.713721	0.6	1	1.279843	18	49.3	43.5	23.1	4	1750	762364	1906	412813655	43951412	-0.020442	-2.868928	0.731222
175.658	10:03:50.658	37.297844499	-3.682478041	0.	0.	0.	0.6	20.	0.	0.	0.	-0.813948	-0.143277	0.033666	0.026161	-0.670671	0.6	1	1.295128	18	44.8	39.2	21.6	4	1736	762430	1962	412813236	43951308	-0.020442	-2.868928	0.731222
175.908	10:03:50.908	37.297844499	-3.682478041	0.	0.	0.	0.6	20.	0.	0.	0.	-0.748481	-0.127313	0.033712	0.026326	-0.621168	0.6	1	1.301476	19	40.6	35.5	19.8	4	1736	762430	1962	412813236	43951308	-0.039274	-2.687319	0.603384
176.158	10:03:51.158	37.297773350	-3.682514632	0.	0.	0.	0.6	20.	0.	0.	0.	-0.748481	-0.127313	0.033712	0.026326	-0.621168	0.6	1	1.301476	19	36.5	32.	17.6	4	1710	762313	2082	412812449	43950978	-0.039274	-2.687319	0.603384
176.408	10:03:51.408	37.297740217	-3.682539380	0.	0.	0.	0.6	20.	0.	0.	0.	-0.532735	-0.085096	0.033361	0.025096	-0.447639	0.6	1	1.253763	19	32.2	28.5	15.	4	1726	762157	2132	412812083	43950756	-0.13815	-2.53815	0.387518
176.658	10:03:51.658	37.297709137	-3.682567532	0.	0.	0.	0.6	20.	0.	0.	0.	-0.532735	-0.085096	0.033361	0.025096	-0.447639	0.6	1	1.253763	19	28.1	25.2	12.3	4	1708	761929	2180	412811740	43950504	-0.13815	-2.53815	0.387518
176.908	10:03:51.908	37.297679486	-3.682598067	0.	0.	0.	0.6	20.	0.	0.	0.	-0.510773	-0.082767	0.033156	0.024391	-0.428006	0.6	1	1.226066	20	28.1	25.2	12.3	4	1707	761495	2204	412811413	43950231	-0.116095	-2.440367	0.250318
177.158	10:03:52.158	37.297650904	-3.682630755	0.	0.	0.	0.6	20.	0.	0.	0.	-0.478013	-0.079593	0.032942	0.023669	-0.398419	0.6	1	1.19752	20	19.8	18.8	6.3	4	1743	760910	2235	412811098	43949939	-0.116095	-2.440367	0.250318
177.408	10:03:52.408	37.297622489	-3.682665588	0.	0.	0.	0.6	20.	0.	0.	0.	-0.45583	-0.081496	0.032469	0.022109	-0.374334	0.6	1	1.13485	20	16.	15.8	3.	4	1765	760407	2249	412810785	43949628	-0.159246	-2.357647	0.312441
177.658	10:03:52.658	37.297622489	-3.682665588	0.	0.	0.	0.6	20.	0.	0.	0.	-0.45583	-0.081496	0.032469	0.022109	-0.374334	0.6	1	1.13485	20	12.8	12.8	-0.3	4	1765	760407	2249	412810785	43949628	-0.159246	-2.357647	0.312441
177.908	10:03:52.908	37.297568159	-3.682739789	0.	0.	0.	0.6	20.	0.	0.	0.	-0.395903	-0.076689	0.031955	0.020472	-0.319214	0.6	1	1.067768	21	10.7	10.	-3.9	4	1793	758988	2296	412810187	43948966	-0.122035	-2.259391	0.264846
178.158	10:03:53.158	37.297542239	-3.682779722	0.	0.	0.	0.6	20.	0.	0.	0.	-0.388429	-0.078982	0.031692	0.01966	-0.309447	0.6	1	1.033903	21	10.5	7.2	-7.6	4	1826	758342	2329	412809902	43948610	-0.122035	-2.259391	0.264846
178.408	10:03:53.408	37.297517752	-3.682821360	0.	0.	0.	0.6	20.	0.	0.	0.	-0.388429	-0.078982	0.031692	0.01966	-0.309447	0.6	1	1.033903	21	12.4	4.8	-11.4	4	1840	757843	2346	412809633	43948239	-0.066199	-2.181562	0.156624
178.658	10:03:53.658	37.297494430	-3.682864137	0.	0.	0.	0.6	20.	0.	0.	0.	-0.365632	-0.07782	0.031398	0.018769	-0.287812	0.6	1	0.996315	21	15.5	2.2	-15.3	4	1837	757360	2370	412809377	43947858	-0.066199	-2.181562	0.156624
178.908	10:03:53.908	37.297472363	-3.682908054	0.	0.	0.	0.6	20.	0.	0.	0.	-0.360455	-0.080761	0.031137	0.017995	-0.279695	0.6	1	0.96323	22	19.3	0.	-19.3	4	1850	756736	2387	412809135	43947467	-0.109863	-2.123555	0.225781
179.158	10:03:54.158	37.297451102	-3.682952880	0.	0.	0.	0.6	20.	0.	0.	0.	-0.343642	-0.084834	0.03059	0.016426	-0.258808	0.6	1	0.894951	22	23.5	-2.2	-23.4	4	1839	756155	2400	412808902	43947068	-0.109863	-2.123555	0.225781
179.408	10:03:54.408	37.297431190	-3.682998283	0.	0.	0.	0.6	20.	0.	0.	0.	-0.343642	-0.084834	0.03059	0.016426	-0.258808	0.6	1	0.894951	22	27.9	-4.2	-27.5	4	1847	755539	2422	412808684	43946664	-0.143607	-2.050095	0.326741
179.658	10:03:54.658	37.297412894	-3.683044828	0.	0.	0.	0.6	20.	0.	0.	0.	-0.326548	-0.085726	0.03031	0.015648	-0.240822	0.6	1	0.860419	22	32.3	-6.	-31.8	4	1861	754854	2444	412808484	43946250	-0.143607	-2.050095	0.326741
179.908	10:03:54.908	37.297395853	-3.683092514	0.	0.	0.	0.6	20.	0.	0.	0.	-0.306065	-0.085671	0.030012	0.014838	-0.220394	0.6	1	0.824002	23	36.9	-7.8	-36.1	4	1863	754124	2467	412808298	43945826	-0.183117	-1.916752	0.374213
180.158	10:03:55.158	37.297380069	-3.683141113	0.	0.	0.	0.6	20.	0.	0.	0.	-0.248481	-0.083069	0.029439	0.013335	-0.165412	0.6	1	0.754952	23	41.6	-9.2	-40.5	4	1883	753394	2490	412808126	43945394	-0.183117	-1.916752	0.374213
180.408	10:03:55.408	37.297365987	-3.683191420	0.	0.	0.	0.6	20.	0.	0.	0.	-0.248481	-0.083069	0.029439	0.013335	-0.165412	0.6	1	0.754952	23	46.4	-10.5	-45.2	4	1909	752554	2523	412807973	43944947	-0.150011	-1.801926	0.585925
180.658	10:03:55.658	37.297354418	-3.683243667	0.	0.	0.	0.6	20.	0.	0.	0.	-0.192934	-0.07651	0.029107	0.012498	-0.116425	0.6	1	0.715654	23	51.3	-11.5	-50.	4	1946	751633	2562	412807848	43944483	-0.150011	-1.801926	0.585925
180.908	10:03:55.908	37.297345903	-3.683297748	0.	0.	0.	0.6	20.	0.	0.	0.	-0.10273	-0.061386	0.028744	0.011609	-0.041344	0.6	1	0.673138	24	51.3	-11.5	-50.	4	1973	750759	2616	412807757	43944003	-0.150011	-1.801926	0.585925
181.158	10:03:56.158	37.297341346	-3.683353331	0.	0.	0.	0.6	20.	0.	0.	0.	0.086802	-0.031735	0.027791	0.009405	0.118537	0.6	1	0.564003	24	61.1	-12.	-59.9	4	1998	749814	2669	412807710	43943510	-0.195344	-1.629965	0.738551
181.408	10:03:56.408	37.297340749	-3.683409966	0.	0.	0.	0.6	20.	0.	0.	0.	0.086802	-0.031735	0.027791	0.009405	0.118537	0.6	1	0.564003	24	61.1	-12.	-59.9	4	2012	748701	2720	412807707	43943008	-0.248146	-1.442534	0.848196
181.658	10:03:56.658	37.297344387	-3.683466639	0.	0.	0.	0.6	20.	0.	0.	0.	0.192146	-0.015804	0.027204	0.008138	0.20795	0.6	1	0.498577	24	66.	-11.5	-65.	4	2026	747421	2775	412807751	43942506	-0.248146	-1.442534	0.848196
181.908	10:03:56.908	37.297352533	-3.683523352	0.	0.	0.	0.6	20.	0.	0.	0.	0.299662	-0.000304	0.02655	0.00681	0.299966	0.6	1	0.427477	25	75.4	-9.	-74.9	4	2050	745890	2830	412807845	43942004	-0.291245	-1.223992	1.007599
182.158	10:03:57.158	37.297365732	-3.683578983	0.	0.	0.	0.6	20.	0.	0.	0.	0.603079	0.053298	0.024985	0.003959	0.54978	0.6	1	0.264089	25	79.9	-6.8	-79.6	4	2071	744152	2901	412807995	43941512	-0.291245	-1.223992	1.007599
182.408	10:03:57.408	37.297384892	-3.683632638	0.	0.	0.	0.6	20.	0.	0.	0.	0.795193	0.094667	0.024074	0.002508	0.700527	0.6	1	0.173636	25	79.9	-4.	-84.	4	2091	742248	2980	412808211	43941038	-0.291245	-1.223992	1.007599
182.658	10:03:57.658	37.297410837	-3.683682066	0.	0.	0.	0.6	20.	0.	0.	0.	0.966478	0.134236	0.02298	0.000957	0.832242	0.6	1	0.069404	25	84.1	-0.2	-87.8	4	2115	740241	3082	412808502	43940602	-0.366516	-0.891491	0.993114
182.908	10:03:57.908	37.297444115	-3.683725806	0.	0.	0.	0.6	20.	0.	0.	0.	1.160999	0.200569	0.021698	-0.000607	0.96043	0.6	1	-0.046591	26	91.	4.5	-90.9	4	2171	738188	3183	412808874	43940217	0.072221	-0.55052	0.282029
183.158	10:03:58.158	37.297485649	-3.683760482	0.	0.	0.	0.6	20.	0.	0.	0.	1.18406	0.194573	0.020396	-0.001928	0.989487	0.6	1	-0.157576	26	93.6	9.5	-93.1	4	2250	736735	3332	412809337	43939913	0.072221	-0.55052	0.282029
183.408	10:03:58.408	37.297532014	-3.683785837	0.	0.	0.	0.6	20.	0.	0.	0.	1.169981	0.171672	0.019052	-0.003029	0.998309	0.6	1	-0.264954	26	96.	14.8	-94.9	4	2183	736310	3382	412809853	43939692	0.263791	-0.474124	-0.038578
183.658	10:03:58.658	37.297578043	-3.683806901	0.	0.	0.	0.6	20.	0.	0.	0.	1.169981	0.171672	0.019052	-0.003029	0.998309	0.6	1	-0.264954	26	98.5	19.5	-96.6	4	2115	736587	3404	412810365	43939509	0.263791	-0.474124	-0.038578
183.908	10:03:58.908	37.297621922	-3.683825689	0.	0.	0.	0.6	20.	0.	0.	0.	1.103163	0.103196	0.016694	-0.004364	0.999968	0.6	1	-0.435652	27	101.	24.	-98.1	4	1987	737334	3406	412810853	43939346	0.263791	-0.474124	-0.038578
184.158	10:03:59.158	37.297663009	-3.683843888	0.	0.	0.	0.6	20.	0.	0.	0.	1.067908	0.068012	0.015554	-0.004761	0.999896	0.6	1	-0.510127	27	103.7	28.5	-99.7	4	1888	738439	3403	412811310	43939188	0.280211	-0.471643	0.006383
184.408	10:03:59.408	37.297702207	-3.683861732	0.	0.	0.	0.6	20.	0.	0.	0.	1.047501	0.048442	0.014543	-0.004989	0.999059	0.6	1	-0.571691	27	106.2	32.5	-101.2	4	1805	739502	3393	412811746	43939033	0.280211	-0.471643	0.006383
184.658	10:03:59.658	37.297740146	-3.683878887	0.	0.	0.	0.6	20.	0.	0.	0.	1.020176	0.022117	0.013417	-0.005116	0.998058	0.6	1	-0.635476	27	109.	37.	-102.6	4	1807	739960	3401	412812168	43938884	0.099201	-0.399721	0.032239
184.908	10:03:59.908	37.297778360	-3.683895254	0.	0.	0.	0.6	20.	0.	0.	0.	1.020176	0.022117	0.013417	-0.005116	0.998058	0.6	1	-0.635476	28	111.9	41.2	-104.	4	1787	739894	3405	412812593	43938742	0.093363	-0.360222	0.103373
185.158	10:04:0.158	37.297815852	-3.683911728	0.	0.	0.	0.6	20.	0.	0.	0.	0.964639	-0.031894	0.01131	-0.005028	0.996534	0.6	1	-0.740958	28	114.8	45.5	-105.4	4	1760	739686	3407	412813010	43938599	0.093363	-0.360222	0.103373
185.408	10:04:0.408	37.297853350	-3.683927187	0.	0.	0.	0.6	20.	0.	0.	0.	0.948055	-0.044993	0.010394	-0.004872	0.993047	0.6	1	-0.781243	28	117.4	49.2	-106.5	4	1746	739490	3417	412813427	43938465	0.093363	-0.360222	0.103373
185.658	10:04:0.658	37.297890499	-3.683940724	0.	0.	0.	0.6	20.	0.	0.	0.	0.929429	-0.057842	0.00936	-0.00462	0.987271	0.6	1	-0.822584	28	120.	53.5	-107.5	4	1712	739471	3442	412813840	43938348	0.126002	-0.264402	0.394137
185.908	10:04:0.908	37.297927752	-3.683951893	0.	0.	0.	0.6	20.	0.	0.	0.	0.929429	-0.057842	0.00936	-0.00462	0.987271	0.6	1	-0.822584	29	122.6	57.5	-108.2	4	1677	739504	3472	412814254	43938252	0.126002	-0.264402	0.394137
186.158	10:04:1.158	37.297964567	-3.683960689	0.	0.	0.	0.6	20.	0.	0.	0.	0.929429	-0.057842	0.00936	-0.00462	0.987271	0.6	1	-0.822584	29	125.	61.8	-108.7	4	1659	739573	3508	412814663	43938177	0.069288	-0.140381	0.518193
186.408	10:04:1.408	37.298001400	-3.683966551	0.	0.	0.	0.6	20.	0.	0.	0.	0.895698	-0.069999	0.007367	-0.003934	0.965696	0.6	1	-0.890103	29	127.3	66.	-108.8	4	1658	739461	3548	412815072	43938128	0.069288	-0.140381	0.518193
186.658	10:04:1.658	37.298038349	-3.683967788	0.	0.	0.	0.6	20.	0.	0.	0.	0.887575	-0.020714	0.00541	-0.003054	0.908288	0.6	1	-0.940728	29	129.	69.8	-108.6	4	1625	739309	7	412815482	43938120	0.118139	0.065141	0.464323
186.908	10:04:1.908	37.298074420	-3.683965181	0.	0.	0.	0.6	20.	0.	0.	0.	0.887575	-0.020714	0.00541	-0.003054	0.908288	0.6	1	-0.940728	30	130.6	73.5	-108.	4	1599	739302	57	412815882	43938146	0.131253	0.15748	0.333284
187.158	10:04:2.158	37.298109428	-3.683959180	0.	0.	0.	0.6	20.	0.	0.	0.	0.887575	-0.020714	0.00541	-0.003054	0.908288	0.6	1	-0.940728	30	132.2	77.5	-107.1	4	1570	739470	102	412816270	43938202	0.131253	0.15748	0.333284
187.408	10:04:2.408	37.298143824	-3.683949901	0.	0.	0.	0.6	20.	0.	0.	0.	1.002059	0.214866	0.002509	-0.001486	0.787193	0.6	1	-0.987255	30	133.6	81.2	-106.1	4	1559	739704	138	412816651	43938287	0.131253	0.15748	0.333284
187.658	10:04:2.658	37.298177421	-3.683938584	0.	0.	0.	0.6	20.	0.	0.	0.	1.002059	0.214866	0.002509	-0.001486	0.787193	0.6	1	-0.987255	30	135.1	85.	-105.	4	1552	739714	158	412817023	43938390	-0.008589	0.246805	0.156955
187.908	10:04:2.908	37.298210753	-3.683926248	0.	0.	0.	0.6	20.	0.	0.	0.	3.513214	3.110422	0.000723	-0.000433	0.402791	0.6	1	-0.998943	31	135.1	88.5	-103.8	4	1556	739470	167	412817392	43938502	-0.008589	0.246805	0.156955
